0 0
0 0
33.8465 0
33.8465 0
67.693 0
67.693 0.0011144
101.54 0.0011144
101.54 0.00100865
135.386 0.00100865
135.386 0.000986962
169.232 0.000986962
169.232 0.000768692
203.079 0.000768692
203.079 0.000578891
236.925 0.000578891
236.925 0.000401292
270.772 0.000401292
270.772 0.000294191
304.618 0.000294191
304.618 0.000185733
338.465 0.000185733
338.465 0.000119303
372.311 0.000119303
372.311 6.77859e-05
406.158 6.77859e-05
406.158 5.96516e-05
440.004 5.96516e-05
440.004 5.69401e-05
473.851 5.69401e-05
473.851 0.000116592
507.697 0.000116592
507.697 0.000192512
541.544 0.000192512
541.544 0.000239962
575.39 0.000239962
575.39 0.000307748
609.237 0.000307748
609.237 0.00039587
643.083 0.00039587
643.083 0.000478568
676.93 0.000478568
676.93 0.000496193
710.776 0.000496193
710.776 0.000572113
744.623 0.000572113
744.623 0.000591093
778.469 0.000591093
778.469 0.000685993
812.316 0.000685993
812.316 0.000736155
846.162 0.000736155
846.162 0.000836478
880.009 0.000836478
880.009 0.000759202
913.855 0.000759202
913.855 0.000778182
947.702 0.000778182
947.702 0.000726665
981.548 0.000726665
981.548 0.000649389
1015.39 0.000649389
1015.39 0.000606006
1049.24 0.000606006
1049.24 0.000643966
1083.09 0.000643966
1083.09 0.000624986
1116.93 0.000624986
1116.93 0.000589737
1150.78 0.000589737
1150.78 0.00050975
1184.63 0.00050975
1184.63 0.000517884
1218.47 0.000517884
1218.47 0.000496193
1252.32 0.000496193
1252.32 0.000469078
1286.17 0.000469078
1286.17 0.000494837
1320.01 0.000494837
1320.01 0.000456877
1353.86 0.000456877
1353.86 0.000459588
1387.71 0.000459588
1387.71 0.000592449
1421.55 0.000592449
1421.55 0.000542287
1455.4 0.000542287
1455.4 0.000550421
1489.25 0.000550421
1489.25 0.000540931
1523.09 0.000540931
1523.09 0.000544998
1556.94 0.000544998
1556.94 0.00060465
1590.79 0.00060465
1590.79 0.000242673
1624.63 0.000242673
1624.63 0.000523307
1658.48 0.000523307
1658.48 0.000587026
1692.33 0.000587026
1692.33 0.000534153
1726.17 0.000534153
1726.17 0.000466367
1760.02 0.000466367
1760.02 0.000624986
1793.86 0.000624986
1793.86 0.000577536
1827.71 0.000577536
1827.71 0.000578891
1861.56 0.000578891
1861.56 0.000523307
1895.4 0.000523307
1895.4 0.000139639
1929.25 0.000139639
1929.25 0.000249452
1963.1 0.000249452
1963.1 0.00054771
1996.94 0.00054771
1996.94 0.00050026
2030.79 0.00050026
2030.79 0
